iter	MultiClass
303	0.3042065262
304	0.3031440033
305	0.3029561641
306	0.3025126502
307	0.3022806904
308	0.3020935752
309	0.301902861
310	0.3017485048
311	0.3016194539
312	0.3014030014
313	0.3012710483
314	0.3011051947
315	0.3009715477
316	0.3007737067
317	0.3005925918
318	0.3004032053
319	0.2990271303
320	0.2988171391
321	0.2986833878
322	0.2977050439
323	0.2967394994
324	0.2957641428
325	0.2943301484
326	0.2941526449
327	0.2935817114
328	0.2933143473
329	0.2931383124
330	0.2929711437
331	0.2926905783
332	0.2925093712
333	0.2923772624
334	0.2915499052
335	0.2913783828
336	0.2912244374
337	0.2910945649
338	0.2906097623
339	0.2902725663
340	0.2901253554
341	0.2899343159
342	0.289187938
343	0.2888954149
344	0.2878991571
345	0.2877397279
346	0.2875625324
347	0.2874156589
348	0.2872693726
349	0.2870785462
350	0.2869398648
351	0.2850204594
352	0.2848767913
353	0.2844544641
354	0.2843045654
355	0.2841606958
356	0.2824839019
357	0.2823765317
358	0.2818913555
359	0.281756708
360	0.2815462477
361	0.2813545387
362	0.2812089811
363	0.2807983724
364	0.2806243091
365	0.280459578
366	0.2799927786
367	0.2798066493
368	0.2796692657
369	0.2795303193
370	0.2793747183
371	0.2792501242
372	0.2789752141
373	0.2788541691
374	0.2779608317
375	0.2766750287
376	0.2765489321
377	0.2763657397
378	0.2762122294
379	0.2759743157
380	0.2758342427
381	0.275679162
382	0.2752933846
383	0.275144681
384	0.274613687
385	0.2744271396
386	0.2742682945
387	0.2730709409
388	0.2728980116
389	0.2727668904
390	0.2717857587
391	0.2716091942
392	0.2714814938
393	0.2703013104
394	0.2701566075
395	0.2700064139
396	0.2698506568
397	0.2696498754
398	0.2685210641
399	0.2683408224
400	0.2678472738
401	0.2676046943
402	0.2662888357
403	0.2661658818
404	0.2657114444
405	0.2655860489
406	0.2654667572
407	0.2653226742
408	0.2651144694
409	0.2636204376
410	0.2634439555
411	0.2632972374
412	0.263139897
413	0.2629902829
414	0.2628800685
415	0.2627284837
416	0.2625715927
417	0.2618215781
418	0.2606844878
419	0.2605401894
420	0.2602996616
421	0.2595936022
422	0.259448743
423	0.2593086566
424	0.2591702458
425	0.2590317727
426	0.2582509445
427	0.2578387054
428	0.2575411077
429	0.2574208029
430	0.2572520031
431	0.2571139462
432	0.2569957277
433	0.256109078
434	0.2559614871
435	0.2558581274
436	0.2557242946
437	0.2555413018
438	0.2553855065
439	0.2552261182
440	0.2540128949
441	0.2538637892
442	0.2537143514
443	0.2536127519
444	0.2534874503
445	0.2533337447
446	0.2532265654
447	0.2531150437
448	0.2529857889
449	0.2528812256
450	0.2527492101
451	0.252605058
452	0.2517157631
453	0.2516018147
454	0.2513225891
455	0.2511459498
456	0.2498034098
457	0.2496573105
458	0.2495356143
459	0.2494436376
460	0.2493060135
461	0.2491735102
462	0.2490499782
463	0.2482574552
464	0.2472448485
465	0.2460651693
466	0.2459425163
467	0.2458397437
468	0.2457385698
469	0.2456281847
470	0.2455035983
471	0.2453765167
472	0.245262128
473	0.2451206067
474	0.2448574305
475	0.2447188485
476	0.2445766351
477	0.2444784633
478	0.2443497212
479	0.2442157451
480	0.2440987274
481	0.2439818652
482	0.2438434352
483	0.2433915946
484	0.2432954965
485	0.242493893
486	0.2422885849
487	0.2421746466
488	0.2414464139
489	0.2400357751
490	0.239906691
491	0.2398072425
492	0.2392607564
493	0.2390753752
494	0.2389714694
495	0.2388277756
496	0.2387031885
497	0.2386038713
498	0.2383292081
499	0.2381481472
500	0.2380267549
501	0.2378584743
502	0.2368029261
503	0.2366823866
504	0.2360656849
505	0.2359467836
506	0.2351824831
507	0.2348985959
508	0.2347678804
509	0.2346052355
510	0.2343672091
511	0.2340272949
512	0.2327097225
513	0.2325836114
514	0.2324461695
515	0.231784721
516	0.2316775849
517	0.2315522896
518	0.2314643746
519	0.2313297398
520	0.230764167
521	0.2304898824
522	0.2303908698
523	0.2302675124
524	0.2301615707
525	0.2291021833
526	0.2289908299
527	0.2288475663
528	0.2287384188
529	0.2282643787
530	0.227982563
531	0.2278669568
532	0.2277694097
533	0.2268680886
534	0.2267731723
535	0.2263366843
536	0.2262468938
537	0.226006383
538	0.2258970578
539	0.225816465
540	0.2257138398
541	0.2256209557
542	0.2255054063
543	0.2254106178
544	0.2247702588
545	0.2245556556
546	0.2244597738
547	0.2243731083
548	0.2242484277
549	0.2241237435
550	0.2239747513
551	0.2238874923
552	0.2237866534
553	0.2236973544
554	0.2236012005
555	0.2233639027
556	0.2232573672
557	0.2231554789
558	0.2230342221
559	0.2229225915
560	0.2228180667
561	0.2226972507
562	0.2225964015
563	0.2224925485
564	0.2224157712
565	0.2222972984
566	0.2221949764
567	0.2216751007
568	0.2215816352
569	0.2214941909
570	0.2213851948
571	0.2212790214
572	0.2211695223
573	0.2210751632
574	0.2209538434
575	0.2208484577
576	0.2207273518
577	0.2205434434
578	0.2204252988
579	0.2203101019
580	0.2200303808
581	0.2199265707
582	0.2198457058
583	0.2192120002
584	0.2190579547
585	0.2188310907
586	0.2186239892
587	0.2185336076
588	0.2184426211
589	0.2183323594
590	0.2182186257
591	0.2181013729
592	0.2180228475
593	0.2179238237
594	0.2178160113
595	0.2177016522
596	0.2175924579
597	0.2173504424
598	0.2172458607
599	0.2171406361
600	0.2170202066
601	0.2169194759
602	0.2168425746
603	0.2163342439
604	0.2162409536
605	0.2161457033
606	0.216069287
607	0.2155257102
608	0.215390048
609	0.2149723164
610	0.2148864011
611	0.2147651857
612	0.2143767914
613	0.2138196668
614	0.2136648722
615	0.2135719658
616	0.2134824523
617	0.2133948747
618	0.2133170611
619	0.2132128631
620	0.2130302874
621	0.2129335107
622	0.2126643302
623	0.2125788238
624	0.212380272
625	0.2122721934
626	0.2120701361
627	0.2114447886
628	0.2113348999
629	0.2112622456
630	0.2111382272
631	0.2110565604
632	0.2108196813
633	0.2107336546
634	0.2106385174
635	0.2105570678
636	0.2101228873
637	0.2100337846
638	0.2099284794
639	0.2098293256
640	0.2097020305
641	0.2096176114
642	0.208348128
643	0.2082513535
644	0.2081672529
645	0.2080785191
646	0.2080143744
647	0.2079183082
648	0.2078366958
649	0.2077379251
650	0.2068781515
651	0.2067119348
652	0.2066476532
653	0.2065579508
654	0.2056597022
655	0.2055621262
656	0.205486539
657	0.2053759193
658	0.2052604172
659	0.2045297198
660	0.2043362115
661	0.204269185
662	0.2041937431
663	0.2041150702
664	0.2040389667
665	0.2039119539
666	0.2038277699
667	0.2037532187
668	0.2036725819
669	0.203608799
670	0.203524333
671	0.2034460197
672	0.2033800729
673	0.2032832209
674	0.2031920255
675	0.2031181166
676	0.2030328624
677	0.202946196
678	0.2028611469
679	0.2027680165
680	0.2026803226
681	0.2025935929
682	0.2016361923
683	0.2015587432
684	0.2014879069
685	0.2013987905
686	0.2012988778
687	0.2012058235
688	0.2009905377
689	0.2009163063
690	0.2008230736
691	0.2007579099
692	0.2006637677
693	0.2005819505
694	0.2005244569
695	0.2004643307
696	0.2003898346
697	0.2003061785
698	0.1995861025
699	0.1995089226
700	0.1994040811
701	0.1993328332
702	0.1982308931
703	0.1973336933
704	0.1972489811
705	0.1971760133
706	0.1963396445
707	0.1962497769
708	0.1961770456
709	0.1960817772
710	0.1959932951
711	0.1959126632
712	0.1957907152
713	0.1957267066
714	0.195647102
715	0.1955439404
716	0.1954687145
717	0.1954049715
718	0.1944886318
719	0.1938902645
720	0.1927809119
721	0.1927246226
722	0.1926148615
723	0.1925282165
724	0.192462401
725	0.1923828556
726	0.191489901
727	0.191415306
728	0.1913497444
729	0.1912773052
730	0.1908686867
731	0.1905951984
732	0.1905113606
733	0.1904383509
734	0.190360968
735	0.1902931896
736	0.1897029369
737	0.1896077316
738	0.1895351998
739	0.1893994518
740	0.1893442434
741	0.1892637948
742	0.1891979171
743	0.1891276023
744	0.1890506566
745	0.188354253
746	0.1877486055
747	0.1876790982
748	0.1876293994
749	0.1875388505
750	0.1874477556
751	0.1873727572
752	0.1872983241
753	0.1869169364
754	0.186839119
755	0.1865034402
756	0.1864457623
757	0.1856593458
758	0.1852460426
759	0.1845697042
760	0.1837512229
761	0.1836791133
762	0.1830130402
763	0.1829464041
764	0.1822009906
765	0.1821336255
766	0.1820699682
767	0.1817167587
768	0.1813460094
769	0.1812778947
770	0.1810535989
771	0.1809940081
772	0.1806727098
773	0.1806132152
774	0.1800585978
775	0.1798678438
776	0.1795719328
777	0.1794870797
778	0.1794232398
779	0.1793626181
780	0.1791932234
781	0.1791183521
782	0.1780327351
783	0.177339428
784	0.177277363
785	0.1772226397
786	0.1771531323
787	0.1770915086
788	0.1770194477
789	0.1769576651
790	0.1760948448
791	0.1760383841
792	0.1759662735
793	0.1758995702
794	0.1758483392
795	0.1757899722
796	0.1757247724
797	0.1756482609
798	0.1755828602
799	0.1755197218
800	0.1754534602
801	0.1751363573
802	0.1743167335
803	0.1742599253
804	0.1742034775
805	0.1734787612
806	0.1734326276
807	0.1728960046
808	0.1728548106
809	0.1727641017
810	0.1726764724
811	0.17261762
812	0.1721343575
813	0.1711070626
814	0.1710609488
815	0.1709985858
816	0.1708419715
817	0.1707938986
818	0.1707330414
819	0.1706633162
820	0.1705850297
821	0.1705115925
822	0.1704377329
823	0.1703805453
824	0.1703214824
825	0.1702491969
826	0.1701917221
827	0.1701336701
828	0.1700755668
829	0.1700074645
830	0.1698777747
831	0.1689910072
832	0.1689194247
833	0.1688649991
834	0.168663098
835	0.1679082252
836	0.1678484057
837	0.1677874442
838	0.1675341141
839	0.1670039243
840	0.1669327443
841	0.1668831556
842	0.1668101562
843	0.1667551387
844	0.1667054998
845	0.166640153
846	0.1665808983
847	0.1665126151
848	0.1664780446
849	0.1661337451
850	0.1660804918
851	0.1657438501
852	0.1656983378
853	0.1655129075
854	0.1646881082
855	0.1646050109
856	0.1645499603
857	0.1645035743
858	0.1639317613
859	0.1638749592
860	0.1638256489
861	0.163768723
862	0.163719565
863	0.163365592
864	0.1633086685
865	0.1632322324
866	0.1631611118
867	0.1631098569
868	0.1626566623
869	0.1625902752
870	0.1625400175
871	0.1624838112
872	0.161628851
873	0.1615662007
874	0.1615156694
875	0.1608012058
876	0.160748787
877	0.1607009938
878	0.1606520544
879	0.1602711716
880	0.1602258133
881	0.1597657492
882	0.1597164107
883	0.159140542
884	0.1588712583
885	0.1587938983
886	0.1587352646
887	0.1586716226
888	0.1586155741
889	0.1585085447
890	0.1584342023
891	0.1583497528
892	0.1582835549
893	0.1582424083
894	0.1582002508
895	0.1581455957
896	0.1578604814
897	0.1578071826
898	0.1577511033
899	0.157707324
900	0.1575039393
901	0.1574577042
902	0.1573980669
903	0.1572169372
904	0.1571678211
905	0.1571154405
906	0.1570751744
907	0.1570225937
908	0.1569719792
909	0.1569184974
910	0.156875848
911	0.1568221695
912	0.1567807802
913	0.1567339599
914	0.1566818121
915	0.1565169147
916	0.1564522703
917	0.1560745018
918	0.1560195616
919	0.1556718651
920	0.1554454752
921	0.1553056968
922	0.155263024
923	0.1552161279
924	0.1551477543
925	0.1550951846
926	0.155037685
927	0.1547107168
928	0.1545921775
929	0.1545283792
930	0.1544674956
931	0.1544194145
932	0.1543479695
933	0.1542878062
934	0.1542346009
935	0.1541839046
936	0.1536022763
937	0.1533520502
938	0.1532939614
939	0.1532535954
940	0.1531982338
941	0.1531425916
942	0.1529246049
943	0.152870318
944	0.1527445376
945	0.1526800806
946	0.1520915027
947	0.152034244
948	0.1517880807
949	0.151210873
950	0.1511572404
951	0.1508688161
952	0.150751199
953	0.150499893
954	0.1504597837
955	0.1504207558
956	0.1501667225
957	0.1501148495
958	0.1500548403
959	0.1500025351
960	0.1499641344
961	0.149916316
962	0.1498735979
963	0.1498216319
964	0.1492685279
965	0.1492061495
966	0.1491621798
967	0.1491215137
968	0.1490775695
969	0.1489941653
970	0.1487990238
971	0.1479493502
972	0.1479143062
973	0.147779387
974	0.1477399733
975	0.1476825506
976	0.1476417639
977	0.1471091903
978	0.1470711166
979	0.1470230938
980	0.1469850233
981	0.1469349689
982	0.1468904302
983	0.1468358774
984	0.146704943
985	0.1462476601
986	0.1461857347
987	0.1461440796
988	0.1461165043
989	0.1460648975
990	0.1460108178
991	0.1459591842
992	0.1459086078
993	0.1458063127
994	0.1453956821
995	0.1453526652
996	0.1448413077
997	0.1445996605
998	0.1445048337
999	0.1444681283

