iter	MultiClass
208	0.2168965924
209	0.2155702853
210	0.214364821
211	0.213040087
212	0.2117998991
213	0.2102657213
214	0.2090593859
215	0.2075900431
216	0.2064441486
217	0.2054040067
218	0.2039273789
219	0.2024912775
220	0.201000067
221	0.1999610688
222	0.1985595415
223	0.1976208094
224	0.196366376
225	0.1951261166
226	0.1938934516
227	0.192713212
228	0.1915591355
229	0.1903593295
230	0.1892540751
231	0.1878959901
232	0.1867948242
233	0.185709087
234	0.1846703943
235	0.1833073862
236	0.1821611882
237	0.1813429437
238	0.1803063975
239	0.1793396314
240	0.1783958595
241	0.1772373405
242	0.1761155511
243	0.1751168552
244	0.1740992781
245	0.1731324122
246	0.1721294939
247	0.171109953
248	0.1700460247
249	0.1689722243
250	0.1678449646
251	0.166872533
252	0.1661335894
253	0.1653825739
254	0.1643400178
255	0.1633356437
256	0.1623100299
257	0.1612334728
258	0.1602344842
259	0.1593535164
260	0.1584455575
261	0.1576146765
262	0.156872707
263	0.1559242079
264	0.1549878361
265	0.1540500696
266	0.1532542434
267	0.1523593795
268	0.1515410121
269	0.1505986159
270	0.149886171
271	0.149049041
272	0.1482719895
273	0.1475045507
274	0.1468378946
275	0.1461549063
276	0.1453424054
277	0.1444662734
278	0.1436896948
279	0.1428698521
280	0.142265098
281	0.1413975
282	0.1406707527
283	0.1398999189
284	0.1391796776
285	0.1385365214
286	0.1376789893
287	0.1370048178
288	0.1362803084
289	0.1355010041
290	0.1345886406
291	0.1337552952
292	0.132961855
293	0.1323209074
294	0.1315104947
295	0.1307943121
296	0.130138565
297	0.1293927513
298	0.1287446666
299	0.1280226237
300	0.1273111591
301	0.1266550224
302	0.1260673942
303	0.1254283926
304	0.1248600762
305	0.1241464687
306	0.1234185649
307	0.1228886479
308	0.1223485012
309	0.1217690395
310	0.1211670011
311	0.1205393038
312	0.1198767589
313	0.1192545284
314	0.1186661751
315	0.1181704886
316	0.1175755936
317	0.1170865986
318	0.1166250353
319	0.116093552
320	0.1155786353
321	0.1149671991
322	0.1144168599
323	0.1139746675
324	0.1135520175
325	0.1130741758
326	0.1124184891
327	0.1119819415
328	0.1114382903
329	0.110843846
330	0.1102955303
331	0.1097560441
332	0.1092720174
333	0.1088412863
334	0.1083972498
335	0.1078462815
336	0.1073382588
337	0.1068384543
338	0.1064343762
339	0.1059085356
340	0.1054694393
341	0.1050143558
342	0.1046932553
343	0.1042216819
344	0.1036810487
345	0.1032058969
346	0.1027273008
347	0.1022936256
348	0.1018734786
349	0.1013833482
350	0.1009088245
351	0.1004790686
352	0.1001734541
353	0.09976265207
354	0.09930117397
355	0.09885125471
356	0.09846907451
357	0.09797002854
358	0.09750781043
359	0.0971151016
360	0.09673944235
361	0.09642037344
362	0.09602239034
363	0.09553855996
364	0.09505215358
365	0.09472204681
366	0.09444560437
367	0.09406195898
368	0.09363689053
369	0.09314948153
370	0.09264896437
371	0.09229813963
372	0.09193288601
373	0.09151314289
374	0.09121981006
375	0.09081805583
376	0.09049439294
377	0.0900716131
378	0.08965933364
379	0.08934989318
380	0.08904054227
381	0.08871363319
382	0.08836361785
383	0.08803428511
384	0.08770809087
385	0.08737181652
386	0.08708435873
387	0.08665345358
388	0.08633814223
389	0.08595937431
390	0.0855836565
391	0.0852644494
392	0.0849075995
393	0.08456702845
394	0.08414290045
395	0.08379152803
396	0.0834902621
397	0.08312533663
398	0.08286034067
399	0.08257201499
400	0.08231947802
401	0.08204467078
402	0.08169030253
403	0.08135843156
404	0.08100479742
405	0.08070964085
406	0.08050004614
407	0.08018244905
408	0.07992150826
409	0.07961510111
410	0.07933518572
411	0.0789918327
412	0.07866606654
413	0.0784071249
414	0.07811309706
415	0.07782083377
416	0.07751936835
417	0.07718575191
418	0.07695850806
419	0.07671714328
420	0.07637969088
421	0.07609846269
422	0.07584959743
423	0.0755763964
424	0.07531560606
425	0.0751125971
426	0.07484550512
427	0.07453235363
428	0.07425405979
429	0.07394926801
430	0.07373768177
431	0.07349459015
432	0.07324589665
433	0.07296691487
434	0.07270300515
435	0.07249295568
436	0.07223901457
437	0.07204482708
438	0.07179247365
439	0.07157494611
440	0.07131659027
441	0.07105551322
442	0.07085473558
443	0.07057737307
444	0.07031154006
445	0.07015923692
446	0.06993826424
447	0.06974681404
448	0.06946888342
449	0.06917870333
450	0.06896277841
451	0.06874362069
452	0.06856866855
453	0.06830478411
454	0.06808472761
455	0.06787414916
456	0.06764530095
457	0.06742617544
458	0.06721706824
459	0.06706102542
460	0.06683546823
461	0.06659945138
462	0.06640687037
463	0.06621699759
464	0.06603554527
465	0.06583724816
466	0.06560820294
467	0.06537082685
468	0.0651307143
469	0.06485442203
470	0.06463492505
471	0.06442676396
472	0.06424714558
473	0.06405459948
474	0.0637940903
475	0.06359069605
476	0.06334655104
477	0.06312941958
478	0.06293508023
479	0.06275870684
480	0.06254580993
481	0.06232545041
482	0.06215322071
483	0.06196433476
484	0.06175317298
485	0.06154590022
486	0.06137245008
487	0.06118690209
488	0.06097086277
489	0.06079127927
490	0.06064381517
491	0.06044789903
492	0.06027266266
493	0.06008587523
494	0.05987331739
495	0.05974511647
496	0.05956717123
497	0.05941063275
498	0.05925492152
499	0.05898000429
500	0.05881531393
501	0.05862465072
502	0.05845689531
503	0.05828564034
504	0.0581205837
505	0.05794145885
506	0.0577749483
507	0.05762658265
508	0.0574940172
509	0.05727143056
510	0.05709523234
511	0.05689620171
512	0.05672946772
513	0.05656460086
514	0.05642068007
515	0.0562615816
516	0.05608897206
517	0.05589887159
518	0.05565334422
519	0.05545684135
520	0.05527434197
521	0.05511585883
522	0.05491119499
523	0.054782452
524	0.05459320919
525	0.05444110218
526	0.05428421966
527	0.05412334914
528	0.0539955757
529	0.0538712925
530	0.05371576393
531	0.05357012971
532	0.05339382001
533	0.05324253491
534	0.05308714595
535	0.05295562212
536	0.05281936862
537	0.05265716201
538	0.05251730204
539	0.05237177432
540	0.05225847184
541	0.05213176479
542	0.05200880658
543	0.05187472755
544	0.05173238467
545	0.0515595318
546	0.05139609596
547	0.05125271896
548	0.05114899805
549	0.05098355097
550	0.05086887777
551	0.05074532776
552	0.05062744948
553	0.05046082734
554	0.05035599056
555	0.05023183428
556	0.05011924492
557	0.04998557961
558	0.0498340001
559	0.04972844716
560	0.04960539076
561	0.04949868681
562	0.04935405573
563	0.04924867208
564	0.04910174674
565	0.04896607814
566	0.04887295565
567	0.04873672044
568	0.04857196493
569	0.04841046633
570	0.04826889932
571	0.04813111595
572	0.04800141341
573	0.04789263845
574	0.04775741683
575	0.04763302386
576	0.04750461824
577	0.04741282941
578	0.04731066056
579	0.04720726154
580	0.04711518567
581	0.04700976463
582	0.04687974717
583	0.04676627087
584	0.04665315139
585	0.04656423925
586	0.04642011216
587	0.04629205951
588	0.04618568385
589	0.04606217491
590	0.04593652545
591	0.04581345622
592	0.04567855445
593	0.0455866489
594	0.04548646529
595	0.04536704264
596	0.04524597895
597	0.04513675981
598	0.04501622904
599	0.04491625309
600	0.04481974147
601	0.04470280066
602	0.04457748138
603	0.04446497183
604	0.04433837548
605	0.0442475522
606	0.0441194312
607	0.04396891536
608	0.04388746695
609	0.04375230173
610	0.04365350246
611	0.04357030112
612	0.0434450734
613	0.04333832419
614	0.04324763735
615	0.04313993331
616	0.04304076892
617	0.04295616694
618	0.04284767593
619	0.04274249816
620	0.04263051463
621	0.04246656714
622	0.04234983053
623	0.04225723387
624	0.04214446467
625	0.04201732807
626	0.0419259702
627	0.04184467616
628	0.04174726411
629	0.04165233575
630	0.04158713021
631	0.04149674691
632	0.04138996386
633	0.04132678307
634	0.04123916868
635	0.04115828272
636	0.04103868736
637	0.04094553835
638	0.04085130558
639	0.04076936062
640	0.04067583474
641	0.04056939672
642	0.04043211245
643	0.04031151496
644	0.04023052957
645	0.04015431757
646	0.0400679784
647	0.03999388219
648	0.03990531757
649	0.03982212168
650	0.03972464527
651	0.03963195822
652	0.03952415528
653	0.03941066461
654	0.03932543445
655	0.03923217792
656	0.03911592653
657	0.03904551264
658	0.03896358515
659	0.0388902708
660	0.03882169858
661	0.03872480508
662	0.03864071564
663	0.0385474892
664	0.03844779773
665	0.03838154667
666	0.03829628577
667	0.03821793997
668	0.03813042804
669	0.03805123207
670	0.0379629248
671	0.03783909463
672	0.03770756918
673	0.03763566045
674	0.03757310755
675	0.037510727
676	0.03743442638
677	0.03736244531
678	0.03727639832
679	0.03719121652
680	0.03711221928
681	0.03703501489
682	0.03696408027
683	0.03690496721
684	0.03681800363
685	0.03674251115
686	0.03667197188
687	0.03658884912
688	0.03650170649
689	0.03644381182
690	0.03634871992
691	0.03625922416
692	0.03618012242
693	0.0361127726
694	0.03603624122
695	0.03596978213
696	0.03589973054
697	0.03583633091
698	0.03577611708
699	0.03569677207
700	0.03562850596
701	0.03556049825
702	0.03548026465
703	0.03540698384
704	0.03533249533
705	0.03523823376
706	0.03517931937
707	0.03511369225
708	0.03504092873
709	0.0349916751
710	0.03492656932
711	0.03485855715
712	0.03479531351
713	0.03472937582
714	0.03466715536
715	0.03461205325
716	0.0345346213
717	0.03447143143
718	0.03440822249
719	0.0343334679
720	0.03428299397
721	0.03421339053
722	0.03414985555
723	0.0340878782
724	0.03402205167
725	0.03396716318
726	0.03389382115
727	0.03381725377
728	0.03376565825
729	0.03371157852
730	0.03365710221
731	0.03359266804
732	0.0335146567
733	0.03344123199
734	0.03338024098
735	0.03331609327
736	0.03325262703
737	0.03319419557
738	0.03313329818
739	0.03307683332
740	0.03299900147
741	0.03291961289
742	0.032851504
743	0.03279255443
744	0.03273872063
745	0.03269170626
746	0.03262500966
747	0.03258116441
748	0.03253689391
749	0.03247809278
750	0.03240054409
751	0.03235655719
752	0.03230896599
753	0.03223422751
754	0.03217825423
755	0.0321096431
756	0.0320539557
757	0.03198309537
758	0.03191631892
759	0.03188587926
760	0.03182343265
761	0.03177702869
762	0.03173173179
763	0.03168913454
764	0.03162553464
765	0.03156727915
766	0.03151208903
767	0.03145858949
768	0.0314075447
769	0.03136322078
770	0.03132414665
771	0.03126320532
772	0.03120831107
773	0.03114047122
774	0.03106189641
775	0.03100576503
776	0.03095459801
777	0.03089673343
778	0.03083713569
779	0.03077522861
780	0.03073095407
781	0.03068047849
782	0.03062501663
783	0.03056898217
784	0.03051105907
785	0.03046464669
786	0.03039930546
787	0.03035072022
788	0.03030059149
789	0.03023614617
790	0.03017834307
791	0.03012203074
792	0.03005740019
793	0.0300025278
794	0.02995288941
795	0.02988398708
796	0.02983973138
797	0.02976102111
798	0.02972257497
799	0.02967540247
800	0.02962945507
801	0.02957998941
802	0.02953318038
803	0.02947605159
804	0.02941523675
805	0.02937049978
806	0.02932355535
807	0.02927755483
808	0.02921990076
809	0.02916981785
810	0.02911986068
811	0.02908481469
812	0.02903750206
813	0.02899128483
814	0.02894405652
815	0.02889514496
816	0.02885534175
817	0.02879343413
818	0.0287330553
819	0.02868068363
820	0.0286369375
821	0.02855685819
822	0.02851103904
823	0.02845338621
824	0.02840446016
825	0.02835271834
826	0.02830873817
827	0.02826318395
828	0.02821632827
829	0.02816716404
830	0.02812427158
831	0.02807200672
832	0.02802755101
833	0.02798290724
834	0.02794099476
835	0.0278983394
836	0.02785953228
837	0.02780768265
838	0.0277614805
839	0.02771246004
840	0.02766892325
841	0.02762082315
842	0.02755452299
843	0.02751080456
844	0.02744869602
845	0.02741098378
846	0.02735841779
847	0.02731605284
848	0.02726335456
849	0.02722621955
850	0.02719327901
851	0.02715042077
852	0.02709142514
853	0.02704614125
854	0.02700428527
855	0.02694670026
856	0.02688756658
857	0.02684445182
858	0.02680425115
859	0.02675676213
860	0.02668033334
861	0.0266267789
862	0.02657794905
863	0.02653506357
864	0.02649987994
865	0.02645726567
866	0.02641445893
867	0.02636605337
868	0.02631192529
869	0.02627320216
870	0.02624003833
871	0.02620346695
872	0.02615922486
873	0.02610606861
874	0.02606884125
875	0.02603523094
876	0.02599795174
877	0.02596124928
878	0.02590001749
879	0.02584920218
880	0.02581392523
881	0.02577682093
882	0.02573927981
883	0.02570473876
884	0.02565704778
885	0.0256150216
886	0.02557667618
887	0.02554665115
888	0.02550524192
889	0.02546424963
890	0.02542348455
891	0.02537295092
892	0.02532310326
893	0.0252835579
894	0.02524311396
895	0.02519723878
896	0.02516131101
897	0.02510967112
898	0.02507591267
899	0.02504157231
900	0.02500717337
901	0.02495873244
902	0.024931819
903	0.02488573173
904	0.02484011674
905	0.02479952345
906	0.02476022252
907	0.02472520714
908	0.0246878526
909	0.02465774211
910	0.02460404309
911	0.02456858568
912	0.02452120568
913	0.02447988648
914	0.02444811674
915	0.02441413849
916	0.0243690734
917	0.02433316405
918	0.02429045182
919	0.02425390149
920	0.02421769767
921	0.02416841064
922	0.02413085151
923	0.02408609862
924	0.02405423359
925	0.02401759582
926	0.02398414058
927	0.02395636925
928	0.0239254162
929	0.02388914611
930	0.0238627452
931	0.02382688034
932	0.0237964457
933	0.02374774468
934	0.02370698512
935	0.02367096905
936	0.02362086488
937	0.02359798673
938	0.02357337158
939	0.02354774819
940	0.02351566016
941	0.02348858807
942	0.02345869216
943	0.02343011283
944	0.02340180342
945	0.02337254068
946	0.02332921021
947	0.02328327869
948	0.02324322323
949	0.02320698058
950	0.02317988028
951	0.02314927333
952	0.0231170857
953	0.0230677737
954	0.02303632371
955	0.02300904305
956	0.02297858355
957	0.02294061339
958	0.02290785668
959	0.0228665076
960	0.02283551178
961	0.02280775059
962	0.02278062253
963	0.02274483627
964	0.02271232159
965	0.02268221097
966	0.02265150634
967	0.02262427242
968	0.02258181508
969	0.02253337104
970	0.02250075431
971	0.02246825874
972	0.02243633615
973	0.02239365423
974	0.02236759252
975	0.02233751529
976	0.02230555268
977	0.02227806848
978	0.02224532094
979	0.02221806613
980	0.02218531485
981	0.02215768758
982	0.02213341344
983	0.02211658684
984	0.02209610207
985	0.02207331445
986	0.02204742228
987	0.02201885962
988	0.02198908946
989	0.02195611018
990	0.02191983848
991	0.02189477356
992	0.02187039316
993	0.02183813429
994	0.02180511153
995	0.02176546779
996	0.02173443672
997	0.02169606459
998	0.02165714924
999	0.02161991852
1000	0.02159004325
1001	0.02155501333
1002	0.02152672333
1003	0.02149732357
1004	0.0214740281
1005	0.02144376236
1006	0.02141796991
1007	0.02139502622
1008	0.02135416446
1009	0.02132345027
1010	0.02128968647
1011	0.02126388831
1012	0.02124343204
1013	0.02120806876
1014	0.02118586569
1015	0.02115914433
1016	0.02113301442
1017	0.02110814991
1018	0.02107329657
1019	0.02102892886
1020	0.02099380759
1021	0.02096759617
1022	0.02094423872
1023	0.02091428048
1024	0.02088882833
1025	0.02086121768
1026	0.02081637949
1027	0.0207830704
1028	0.02075511279
1029	0.0207299564
1030	0.02070732893
1031	0.02068278453
1032	0.02065746209
1033	0.02063304674
1034	0.02060391181
1035	0.02057226783
1036	0.02053303887
1037	0.02050863098
1038	0.02048529611
1039	0.02045286355
1040	0.02042617972
1041	0.02040306637
1042	0.02037431289
1043	0.02034587976
1044	0.02031737223
1045	0.02029257512
1046	0.02026036107
1047	0.0202372961
1048	0.02020886412
1049	0.02018786555
1050	0.02016489027
1051	0.02013782952
1052	0.02011943977
1053	0.02009465805
1054	0.02006847503
1055	0.0200431889
1056	0.02002261289
1057	0.0199938521
1058	0.01996868294
1059	0.01993349849
1060	0.0199100741
1061	0.01987846436
1062	0.01985654213
1063	0.01983301149
1064	0.01981453011
1065	0.01978761069
1066	0.01976220833
1067	0.01974072677
1068	0.01972164648
1069	0.01969685179
1070	0.01967204604
1071	0.01964748177
1072	0.01961892833
1073	0.01959070981
1074	0.01956435894
1075	0.01953523038
1076	0.01951253258
1077	0.01949557174
1078	0.01947663634
1079	0.01945219963
1080	0.01943000681
1081	0.01940922452
1082	0.01938416056
1083	0.01936732955
1084	0.01935147122
1085	0.0193202144
1086	0.01929859501
1087	0.01927808344
1088	0.01925777751
1089	0.01923410815
1090	0.01920976162
1091	0.01918756301
1092	0.01916580659
1093	0.01914166365
1094	0.01912292433
1095	0.01908914823
1096	0.01906633276
1097	0.01904616059
1098	0.01902745164
1099	0.01901028087
1100	0.01898866649
1101	0.01896816387
1102	0.01894345239
1103	0.01892196174
1104	0.01889996234
1105	0.01887589507
1106	0.01885573088
1107	0.01883806854
1108	0.01881706475
1109	0.01879690343
1110	0.01878353007
1111	0.01876178599
1112	0.01873897938
1113	0.01871522773
1114	0.01869685067
1115	0.01867610415
1116	0.01865789012
1117	0.01862880532
1118	0.01860464338
1119	0.01858051384
1120	0.01855739683
1121	0.0185375742
1122	0.01850876897
1123	0.01848985265
1124	0.01846394886
1125	0.01844527603
1126	0.01842798528
1127	0.01840672116
1128	0.01837628477
1129	0.01835109192
1130	0.01833256022
1131	0.01829776811
1132	0.01826562314
1133	0.01824522738
1134	0.01821459205
1135	0.01819427742
1136	0.01817130168
1137	0.01815176891
1138	0.01812813647
1139	0.01810745402
1140	0.018090608
1141	0.01807288279
1142	0.01805341481
1143	0.0180330239
1144	0.01801580065
1145	0.01798401057
1146	0.01796685976
1147	0.0179508672
1148	0.01792801735
1149	0.01791326244
1150	0.01789600508
1151	0.0178731741
1152	0.01785486478
1153	0.01783127599
1154	0.01780370668
1155	0.01777694621
1156	0.01776214006
1157	0.01774162097
1158	0.01772172924
1159	0.01770041457
1160	0.01767687095
1161	0.0176562196
1162	0.01762904485
1163	0.01760354583
1164	0.01758790296
1165	0.01756931904
1166	0.01754834556
1167	0.01751927608
1168	0.01750108837
1169	0.01748175704
1170	0.01746400498
1171	0.01744497569
1172	0.01742789212
1173	0.0174077969
1174	0.01738252995
1175	0.01736052463
1176	0.01734441306
1177	0.01731640314
1178	0.01730009104
1179	0.01727961938
1180	0.01726195526
1181	0.01724523161
1182	0.01722863273
1183	0.01721226276
1184	0.01719444423
1185	0.01717604031
1186	0.01715993838
1187	0.01713558317
1188	0.01710951103
1189	0.01709114321
1190	0.01707282997
1191	0.01705661896
1192	0.01704172698
1193	0.01702844614
1194	0.01700716929
1195	0.01699439496
1196	0.01697771131
1197	0.01695660839
1198	0.01693949356
1199	0.01692352487
1200	0.01690226082
1201	0.0168837596
1202	0.01686328472
1203	0.01684689343
1204	0.01683174969
1205	0.01680994831
1206	0.01679084108
1207	0.01677182098
1208	0.01675811826
1209	0.01673922076
1210	0.01672169269
1211	0.01670497648
1212	0.01668374002
1213	0.01666523699
1214	0.0166472705
1215	0.01662413504
1216	0.01660958013
1217	0.01659409422
1218	0.01657929483
1219	0.01655883896
1220	0.01653361116
1221	0.0165182039
1222	0.0165058702
1223	0.01648671958
1224	0.01646664082
1225	0.01644689861
1226	0.01642697166
1227	0.01641071063
1228	0.0163929731
1229	0.01637584331
1230	0.01634394382
1231	0.01632542115
1232	0.016296449
1233	0.0162811777
1234	0.01626791123
1235	0.01625420329
1236	0.01623677345
1237	0.01622124706
1238	0.01619862899
1239	0.01618431223
1240	0.01616672525
1241	0.01615050297
1242	0.01611974992
1243	0.01609842395
1244	0.01608213187
1245	0.01606160476
1246	0.01604619761
1247	0.01603048795
1248	0.01601953457
1249	0.01600587834
1250	0.01598981691
1251	0.01597540833
1252	0.015958075
1253	0.01593827049
1254	0.0159219509
1255	0.01590881618
1256	0.01589575897
1257	0.01587506574
1258	0.01585963211
1259	0.01584552698
1260	0.01583351276
1261	0.01581748658
1262	0.01579717709
1263	0.01578631082
1264	0.01577266188
1265	0.0157490574
1266	0.01573394892
1267	0.01572124122
1268	0.01570322318
1269	0.01568457811
1270	0.01566780598
1271	0.01564899225
1272	0.01563537544
1273	0.01562352435
1274	0.01560849408
1275	0.01559419735
1276	0.01558144126
1277	0.0155677877
1278	0.01555457308
1279	0.0155346743
1280	0.01551535145
1281	0.01549852515
1282	0.01548549448
1283	0.01546918166
1284	0.01545358259
1285	0.01543892876
1286	0.01542488305
1287	0.01540716798
1288	0.01539527758
1289	0.0153831325
1290	0.0153714721
1291	0.01535078387
1292	0.01533360117
1293	0.01531946438
1294	0.01529816447
1295	0.01528803485
1296	0.0152735373
1297	0.01525984878
1298	0.01524649075
1299	0.01523301544
1300	0.01521716052
1301	0.01520579077
1302	0.01519259652
1303	0.01517512022
1304	0.01516145728
1305	0.01514704494
1306	0.01513136726
1307	0.01511335318
1308	0.01510116548
1309	0.01508810615
1310	0.01507368789
1311	0.01505732516
1312	0.01504134573
1313	0.01502722953
1314	0.01501678691
1315	0.01500086558
1316	0.0149842991
1317	0.01497078638
1318	0.01495961705
1319	0.01494430924
1320	0.01493427744
1321	0.01491832933
1322	0.01490402262
1323	0.01489086385
1324	0.01487847452
1325	0.0148673456
1326	0.01484987353
1327	0.01483546625
1328	0.01482148128
1329	0.01480778684
1330	0.01479799061
1331	0.01478340156
1332	0.01477241887
1333	0.01475588608
1334	0.01474225447
1335	0.01472816267
1336	0.01471303749
1337	0.01469864902
1338	0.01468618765
1339	0.01466574487
1340	0.01465366038
1341	0.0146413749
1342	0.01462470535
1343	0.01461070289
1344	0.01459741482
1345	0.0145823469
1346	0.01457115435
1347	0.01455512943
1348	0.01453778562
1349	0.01452497673
1350	0.01449851651
1351	0.01448687408
1352	0.01447442953
1353	0.01446200517
1354	0.01445073596
1355	0.01443863703
1356	0.01442192321
1357	0.01440844739
1358	0.01439708387
1359	0.01438322274
1360	0.01436744654
1361	0.01435027014
1362	0.01433852553
1363	0.01432370942
1364	0.01431220063
1365	0.0142971175
1366	0.01428415779
1367	0.01427090007
1368	0.01425587996
1369	0.01424285328
1370	0.01422999853
1371	0.01421762317
1372	0.01420511658
1373	0.01419236868
1374	0.01418119681
1375	0.01416975548
1376	0.0141593783
1377	0.01414693138
1378	0.01413547786
1379	0.01412140617
1380	0.01411014772
1381	0.01409729992
1382	0.01408643616
1383	0.01407319703
1384	0.0140616705
1385	0.01405326564
1386	0.01404014742
1387	0.01402776365
1388	0.01401510988
1389	0.01400272463
1390	0.01399084295
1391	0.01398038653
1392	0.01396873032
1393	0.01395791396
1394	0.01394944025
1395	0.01393588445
1396	0.01391736059
1397	0.01390454376
1398	0.0138893993
1399	0.01387911856
1400	0.01386562497
1401	0.01385007099
1402	0.01383990274
1403	0.01382714064
1404	0.01381601351
1405	0.01380322886
1406	0.01379124688
1407	0.01377878605
1408	0.01376661928
1409	0.01375018757
1410	0.01373766656
1411	0.01372698258
1412	0.01371571699
1413	0.01370495671
1414	0.01369511544
1415	0.01368325378
1416	0.01366966252
1417	0.01365553766
1418	0.01364344909
1419	0.01363036987
1420	0.0136193229
1421	0.01360242421
1422	0.01359059975
1423	0.01357183629
1424	0.01355977995
1425	0.01354737252
1426	0.01353837561
1427	0.01352775954
1428	0.0135147696
1429	0.01349954105
1430	0.01348744962
1431	0.0134745078
1432	0.01346581812
1433	0.01345236491
1434	0.01343716725
1435	0.01342728605
1436	0.01341354378
1437	0.01340238394
1438	0.01338617032
1439	0.01337362908
1440	0.01335983703
1441	0.01335098087
1442	0.01333852952
1443	0.01332886254
1444	0.01331568535
1445	0.01330388607
1446	0.01329084162
1447	0.01328183562
1448	0.01327012907
1449	0.01325432556
1450	0.01324242541
1451	0.01323243828
1452	0.01322188452
1453	0.01321263551
1454	0.01320114384
1455	0.01319322461
1456	0.01316082564
1457	0.01315059947
1458	0.01313832372
1459	0.01312781184
1460	0.01311974698
1461	0.01311084005
1462	0.01310218765
1463	0.0130911617
1464	0.01308084775
1465	0.01306747853
1466	0.0130572175
1467	0.01304768117
1468	0.01303389053
1469	0.01302381682
1470	0.01301271213
1471	0.01300294711
1472	0.01299055448
1473	0.01297676798
1474	0.01296598425
1475	0.01295141254
1476	0.01293694796
1477	0.0129259288
1478	0.01291196949
1479	0.0129022256
1480	0.0128910274
1481	0.01287946835
1482	0.01286217362
1483	0.01285128706
1484	0.01283776372
1485	0.01282993237
1486	0.0128152351
1487	0.01280735377
1488	0.01279784004
1489	0.01278506945
1490	0.01277262577
1491	0.01276191436
1492	0.01275316001
1493	0.01274347735
1494	0.0127276793
1495	0.01271544647
1496	0.01270508351
1497	0.0126910966
1498	0.01267726906
1499	0.01266312523
1500	0.01265368191
1501	0.01264561871
1502	0.01263707558
