iter	MultiClass
1503	0.01262671294
1504	0.01261875676
1505	0.01260922525
1506	0.01259544029
1507	0.01258526853
1508	0.01257322867
1509	0.01256406943
1510	0.0125551496
1511	0.01254223256
1512	0.01252841084
1513	0.01251672722
1514	0.01250762766
1515	0.01249920035
1516	0.01248757983
1517	0.01247794944
1518	0.01246685307
1519	0.01245202243
1520	0.01244316489
1521	0.01243001425
1522	0.01241882261
1523	0.01240754769
1524	0.01239647337
1525	0.01238806786
1526	0.01237894571
1527	0.01236946236
1528	0.01236055447
1529	0.01235237237
1530	0.01234295271
1531	0.01233504145
1532	0.01232623825
1533	0.01231211198
1534	0.01230396286
1535	0.01229436773
1536	0.01228603173
1537	0.0122766027
1538	0.01226786291
1539	0.01225960122
1540	0.01224159225
1541	0.01223162982
1542	0.01221922783
1543	0.01220995742
1544	0.01219995047
1545	0.01218442259
1546	0.01217319852
1547	0.01216055902
1548	0.01215308571
1549	0.01214371585
1550	0.01213689332
1551	0.01212880928
1552	0.01211751314
1553	0.01210745451
1554	0.01209656234
1555	0.01208182739
1556	0.01207206444
1557	0.01206510392
1558	0.01205432293
1559	0.01204265467
1560	0.01203347549
1561	0.01202569262
1562	0.0120142074
1563	0.01200515136
1564	0.01199607443
1565	0.01198448076
1566	0.01196958
1567	0.0119572404
1568	0.01194613288
1569	0.01193440705
1570	0.01192695003
1571	0.01191806629
1572	0.01190893332
1573	0.01190059032
1574	0.01189170826
1575	0.01188434959
1576	0.01187474642
1577	0.01186601771
1578	0.01185735913
1579	0.01184857267
1580	0.0118401959
1581	0.01182898123
1582	0.0118226432
1583	0.01181396062
1584	0.01180527752
1585	0.01179354867
1586	0.01178513164
1587	0.01177616503
1588	0.01176478572
1589	0.01175766571
1590	0.01174675596
1591	0.01173822167
1592	0.01173091528
1593	0.01172378343
1594	0.01171389907
1595	0.01170389903
1596	0.0116924411
1597	0.01168224743
1598	0.0116764398
1599	0.01167039708
1600	0.01166263842
1601	0.01165649185
1602	0.01164681088
1603	0.01163815999
1604	0.0116308077
1605	0.01162112767
1606	0.01161347339
1607	0.01160529589
1608	0.01159184051
1609	0.01158371364
1610	0.01157506193
1611	0.0115646226
1612	0.0115577579
1613	0.01154848671
1614	0.01153930412
1615	0.01152906448
1616	0.01151832476
1617	0.01150766362
1618	0.01149978736
1619	0.01149025556
1620	0.01147934612
1621	0.0114705757
1622	0.01145866103
1623	0.01145286202
1624	0.01144464802
1625	0.01143465621
1626	0.01142788931
1627	0.01141943781
1628	0.01141140221
1629	0.01140421958
1630	0.01139710242
1631	0.01138769797
1632	0.0113777144
1633	0.01137077569
1634	0.01135757884
1635	0.01135030406
1636	0.01134151728
1637	0.01133457201
1638	0.01132381379
1639	0.01131569854
1640	0.01130400848
1641	0.01129255579
1642	0.01128358605
1643	0.01127671939
1644	0.01126856152
1645	0.01125882703
1646	0.01125073923
1647	0.01124157555
1648	0.0112307664
1649	0.01122285226
1650	0.01121581832
1651	0.01120718269
1652	0.01120087139
1653	0.01119194817
1654	0.01118223866
1655	0.01117300989
1656	0.01116361335
1657	0.01115729081
1658	0.01114598565
1659	0.01113995182
1660	0.01113276934
1661	0.01112643792
1662	0.01111838833
1663	0.01111199632
1664	0.0111045297
1665	0.01109700804
1666	0.01108923165
1667	0.01107617451
1668	0.01106950414
1669	0.01105978836
1670	0.01105102725
1671	0.01104281406
1672	0.01103319769
1673	0.01102244508
1674	0.01101101178
1675	0.01100505287
1676	0.01099664158
1677	0.01098839631
1678	0.01098055131
1679	0.01097411797
1680	0.01096580869
1681	0.01095898627
1682	0.01095061795
1683	0.01094205956
1684	0.01093423318
1685	0.01092681385
1686	0.01091895688
1687	0.01090772484
1688	0.0108977937
1689	0.01088915123
1690	0.01088047252
1691	0.01087266722
1692	0.01086079384
1693	0.01085341782
1694	0.01084658507
1695	0.01084010895
1696	0.01083006906
1697	0.01082417244
1698	0.01081673434
1699	0.01080675844
1700	0.01079899278
1701	0.0107918617
1702	0.01078360371
1703	0.01077594543
1704	0.01077013751
1705	0.01076194281
1706	0.01075178157
1707	0.01074479538
1708	0.01073814037
1709	0.01072751951
1710	0.0107170065
1711	0.01071045876
1712	0.0107038049
1713	0.01069457474
1714	0.010687703
1715	0.01068159425
1716	0.01067188091
1717	0.01066557069
1718	0.01065924358
1719	0.010651918
1720	0.01064296845
1721	0.01063641216
1722	0.01062830569
1723	0.01061841001
1724	0.01061321317
1725	0.01060451558
1726	0.01059679805
1727	0.01058818485
1728	0.01058153802
1729	0.01057411112
1730	0.01056781014
1731	0.01055898364
1732	0.01055237829
1733	0.01054213247
1734	0.0105359378
1735	0.01052979648
1736	0.01052146613
1737	0.01050912331
1738	0.01050230391
1739	0.01049355558
1740	0.0104873495
1741	0.01047841783
1742	0.01047469306
1743	0.01046599119
1744	0.01045877981
1745	0.01045278271
1746	0.01044649134
1747	0.01043634484
1748	0.0104290059
1749	0.01042051303
1750	0.01041531873
1751	0.01041039687
1752	0.01040303063
1753	0.01038867685
1754	0.01038050665
1755	0.01037411087
1756	0.01036562241
1757	0.01035715569
1758	0.01034804759
1759	0.01033562557
1760	0.01032932262
1761	0.01032184041
1762	0.01031531856
1763	0.01030890633
1764	0.01030286833
1765	0.01029714659
1766	0.01028694233
1767	0.0102802162
1768	0.01027247207
1769	0.01026570085
1770	0.0102598486
1771	0.01025206719
1772	0.01024657626
1773	0.01024094266
1774	0.01023588055
1775	0.01023057645
1776	0.01022088863
1777	0.01021343499
1778	0.01020628722
1779	0.01019892734
1780	0.01018926253
1781	0.01018335381
1782	0.01017707253
1783	0.01017037247
1784	0.01016488198
1785	0.01015828448
1786	0.01015348633
1787	0.0101462086
1788	0.01013802337
1789	0.01013053654
1790	0.01012361211
1791	0.01011687146
1792	0.01011040305
1793	0.01010202716
1794	0.01009526019
1795	0.01009090007
1796	0.01008456675
1797	0.01007497945
1798	0.01006830602
1799	0.01006310005
1800	0.01005634273
1801	0.01004816297
1802	0.01004353295
1803	0.01003768744
1804	0.01003010425
1805	0.01002224677
1806	0.01001176819
1807	0.01000592465
1808	0.0099990994
1809	0.009993621575
1810	0.009986300739
1811	0.00997905174
1812	0.009972138386
1813	0.009967057029
1814	0.009959589451
1815	0.009953343125
1816	0.00994852533
1817	0.009942229684
1818	0.009935310881
1819	0.009927318085
1820	0.009915137004
1821	0.009908532293
1822	0.009902623106
1823	0.009893216942
1824	0.009887492944
1825	0.009881211206
1826	0.009874401403
1827	0.009867158481
1828	0.009857656334
1829	0.0098509737
1830	0.009846186597
1831	0.009841053177
1832	0.009835809922
1833	0.009828870811
1834	0.00982354052
1835	0.009818390406
1836	0.009811088992
1837	0.009805178447
1838	0.00980061669
1839	0.009795587957
1840	0.009787732112
1841	0.009780782853
1842	0.00977559741
1843	0.009769454216
1844	0.009760141247
1845	0.009752777875
1846	0.009747266917
1847	0.009740566688
1848	0.009734401594
1849	0.009728124756
1850	0.009720484329
1851	0.009715494134
1852	0.009709701427
1853	0.009700549192
1854	0.009694716224
1855	0.009688469325
1856	0.009681071392
1857	0.009673915763
1858	0.009668090473
1859	0.009662547702
1860	0.009657020271
1861	0.009650194931
1862	0.009643408191
1863	0.009637042149
1864	0.009631001956
1865	0.00962617947
1866	0.009618256873
1867	0.009606585964
1868	0.009600256604
1869	0.009594108233
1870	0.009588202817
1871	0.009582320945
1872	0.009573150245
1873	0.009567690502
1874	0.009561393093
1875	0.009555272621
1876	0.009546599753
1877	0.009541238062
1878	0.009534401975
1879	0.009529475508
1880	0.009521673281
1881	0.009514580887
1882	0.009509396534
1883	0.009504708417
1884	0.009498136757
1885	0.00949094226
1886	0.009483676417
1887	0.009477957077
1888	0.00947200891
1889	0.009466289923
1890	0.009460220204
1891	0.009454439236
1892	0.009446967324
1893	0.009439302645
1894	0.009431492603
1895	0.009423268024
1896	0.009414819681
1897	0.009409265728
1898	0.009402642414
1899	0.009397330235
1900	0.00939205202
1901	0.009383891083
1902	0.009375151935
1903	0.009369125724
1904	0.009362008216
1905	0.009354759354
1906	0.009347667872
1907	0.009341883798
1908	0.009336951591
1909	0.009330724285
1910	0.009324020971
1911	0.009317456745
1912	0.009310743622
1913	0.009306121086
1914	0.009301166246
1915	0.009293322351
1916	0.009288631034
1917	0.009280846028
1918	0.009276182751
1919	0.009267101564
1920	0.009261582733
1921	0.009253334388
1922	0.009246351306
1923	0.009239862126
1924	0.009234392118
1925	0.009228710357
1926	0.009223047947
1927	0.009216907907
1928	0.009211939861
1929	0.009206473205
1930	0.009201965322
1931	0.009197093645
1932	0.00919288855
1933	0.009186502549
1934	0.00917752859
1935	0.009170631502
1936	0.009164480786
1937	0.009159467749
1938	0.009154188046
1939	0.009147220718
1940	0.009139908625
1941	0.009133107621
1942	0.009127367474
1943	0.009122627404
1944	0.009115260473
1945	0.009109222623
1946	0.009101958802
1947	0.009095269228
1948	0.009089476334
1949	0.009083243708
1950	0.009074184587
1951	0.009068403198
1952	0.009063156648
1953	0.00905754752
1954	0.009050451661
1955	0.009046328412
1956	0.009041820677
1957	0.009036950281
1958	0.009031597459
1959	0.009027471571
1960	0.009021914902
1961	0.009015332183
1962	0.009010005998
1963	0.009003875255
1964	0.00899856698
1965	0.008990046251
1966	0.008985294094
1967	0.008977983522
1968	0.008972814306
1969	0.00896850353
1970	0.008962254908
1971	0.00895496903
1972	0.008949522259
1973	0.008943266742
1974	0.008934278882
1975	0.008925859288
1976	0.008920334712
1977	0.008915509218
1978	0.008910152509
1979	0.008903782108
1980	0.008897775973
1981	0.008892007946
1982	0.008888257028
1983	0.008883473207
1984	0.008876601635
1985	0.008872255282
1986	0.008868056879
1987	0.008861763073
1988	0.008855479047
1989	0.00884913792
1990	0.008841071057
1991	0.008836771332
1992	0.008830464239
1993	0.008825007976
1994	0.008819148385
1995	0.008813238529
1996	0.008808102829
1997	0.008804640335
1998	0.008798215899
1999	0.00879377484
