iter	Passed	Remaining
1665	70145	14062
1666	70188	14020
1667	70229	13978
1668	70269	13935
1669	70309	13893
1670	70348	13850
1671	70392	13809
1672	70436	13767
1673	70486	13726
1674	70526	13684
1675	70567	13641
1676	70606	13599
1677	70646	13556
1678	70687	13514
1679	70729	13472
1680	70767	13429
1681	70806	13386
1682	70848	13344
1683	70890	13302
1684	70928	13259
1685	70968	13217
1686	71011	13175
1687	71050	13132
1688	71094	13090
1689	71135	13048
1690	71176	13006
1691	71218	12964
1692	71257	12921
1693	71304	12880
1694	71345	12838
1695	71384	12795
1696	71423	12752
1697	71463	12710
1698	71506	12668
1699	71546	12625
1700	71586	12583
1701	71626	12541
1702	71668	12498
1703	71723	12458
1704	71767	12417
1705	71815	12376
1706	71858	12334
1707	71911	12293
1708	71960	12252
1709	72008	12211
1710	72049	12169
1711	72090	12127
1712	72130	12084
1713	72172	12042
1714	72213	12000
1715	72252	11957
1716	72291	11915
1717	72333	11873
1718	72374	11830
1719	72413	11788
1720	72452	11745
1721	72492	11703
1722	72532	11660
1723	72575	11618
1724	72616	11576
1725	72657	11534
1726	72697	11491
1727	72738	11449
1728	72778	11407
1729	72819	11364
1730	72858	11322
1731	72898	11279
1732	72939	11237
1733	72977	11194
1734	73019	11152
1735	73059	11110
1736	73101	11068
1737	73141	11025
1738	73180	10983
1739	73221	10941
1740	73263	10899
1741	73303	10856
1742	73342	10814
1743	73382	10771
1744	73424	10729
1745	73466	10687
1746	73506	10645
1747	73547	10602
1748	73585	10560
1749	73626	10518
1750	73669	10476
1751	73724	10435
1752	73770	10394
1753	73817	10352
1754	73860	10311
1755	73905	10269
1756	73954	10228
1757	73994	10185
1758	74034	10143
1759	74073	10100
1760	74128	10060
1761	74167	10018
1762	74208	9975
1763	74248	9933
1764	74290	9891
1765	74332	9849
1766	74371	9806
1767	74412	9764
1768	74452	9722
1769	74492	9679
1770	74535	9637
1771	74576	9595
1772	74615	9553
1773	74655	9510
1774	74699	9468
1775	74741	9426
1776	74780	9384
1777	74820	9341
1778	74860	9299
1779	74902	9257
1780	74944	9215
1781	74985	9173
1782	75024	9130
1783	75064	9088
1784	75106	9046
1785	75149	9004
1786	75188	8962
1787	75228	8919
1788	75270	8877
1789	75310	8835
1790	75353	8793
1791	75392	8750
1792	75433	8708
1793	75472	8666
1794	75514	8624
1795	75555	8582
1796	75595	8539
1797	75635	8497
1798	75676	8455
1799	75716	8412
1800	75758	8370
1801	75798	8328
1802	75838	8286
1803	75878	8243
1804	75918	8201
1805	75964	8160
1806	76017	8119
1807	76067	8078
1808	76115	8036
1809	76163	7995
1810	76212	7953
1811	76261	7912
1812	76301	7869
1813	76340	7827
1814	76381	7785
1815	76432	7744
1816	76472	7701
1817	76511	7659
1818	76551	7617
1819	76592	7575
1820	76635	7533
1821	76675	7490
1822	76714	7448
1823	76754	7406
1824	76796	7364
1825	76839	7322
1826	76879	7279
1827	76920	7237
1828	76960	7195
1829	77000	7153
1830	77041	7110
1831	77081	7068
1832	77120	7026
1833	77160	6984
1834	77200	6941
1835	77242	6899
1836	77286	6857
1837	77327	6815
1838	77368	6773
1839	77407	6731
1840	77448	6688
1841	77489	6646
1842	77530	6604
1843	77571	6562
1844	77611	6520
1845	77651	6477
1846	77694	6435
1847	77734	6393
1848	77775	6351
1849	77815	6309
1850	77856	6267
1851	77898	6225
1852	77938	6182
1853	77978	6140
1854	78017	6098
1855	78059	6056
1856	78099	6014
1857	78139	5971
1858	78188	5930
1859	78228	5888
1860	78270	5846
1861	78313	5804
1862	78353	5761
1863	78393	5719
1864	78433	5677
1865	78474	5635
1866	78516	5593
1867	78555	5551
1868	78595	5508
1869	78636	5466
1870	78677	5424
1871	78730	5383
1872	78769	5341
1873	78809	5298
1874	78850	5256
1875	78893	5214
1876	78934	5172
1877	78976	5130
1878	79015	5088
1879	79058	5046
1880	79097	5004
1881	79139	4962
1882	79180	4919
1883	79221	4877
1884	79261	4835
1885	79301	4793
1886	79344	4751
1887	79385	4709
1888	79425	4667
1889	79466	4625
1890	79507	4582
1891	79550	4540
1892	79590	4498
1893	79631	4456
1894	79671	4414
1895	79711	4372
1896	79754	4330
1897	79794	4288
1898	79835	4246
1899	79882	4204
1900	79925	4162
1901	79965	4120
1902	80005	4078
1903	80045	4035
1904	80085	3993
1905	80124	3951
1906	80165	3909
1907	80210	3867
1908	80265	3826
1909	80349	3786
1910	80416	3745
1911	80470	3703
1912	80521	3661
1913	80571	3620
1914	80619	3578
1915	80669	3536
1916	80719	3494
1917	80765	3452
1918	80810	3410
1919	80876	3369
1920	80921	3327
1921	80974	3286
1922	81024	3244
1923	81079	3202
1924	81125	3160
1925	81171	3118
1926	81224	3077
1927	81268	3034
1928	81310	2992
1929	81350	2950
1930	81389	2908
1931	81427	2865
1932	81467	2823
1933	81506	2781
1934	81546	2739
1935	81591	2697
1936	81629	2654
1937	81668	2612
1938	81708	2570
1939	81748	2528
1940	81789	2486
1941	81828	2443
1942	81867	2401
1943	81906	2359
1944	81945	2317
1945	81987	2275
1946	82027	2232
1947	82065	2190
1948	82105	2148
1949	82144	2106
1950	82185	2064
1951	82232	2022
1952	82281	1980
1953	82326	1938
1954	82405	1896
1955	82447	1854
1956	82493	1812
1957	82537	1770
1958	82580	1728
1959	82628	1686
1960	82676	1644
1961	82722	1602
1962	82781	1560
1963	82826	1518
1964	82869	1476
1965	82910	1433
1966	82949	1391
1967	82987	1349
1968	83026	1307
1969	83067	1264
1970	83110	1222
1971	83164	1180
1972	83203	1138
1973	83242	1096
1974	83280	1054
1975	83320	1011
1976	83362	969
1977	83402	927
1978	83442	885
1979	83479	843
1980	83518	801
1981	83560	758
1982	83599	716
1983	83639	674
1984	83677	632
1985	83716	590
1986	83756	547
1987	83798	505
1988	83848	463
1989	83892	421
1990	83938	379
1991	83977	337
1992	84018	295
1993	84056	252
1994	84095	210
1995	84134	168
1996	84173	126
1997	84212	84
1998	84254	42
1999	84292	0
